PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
38338439,,,,,,Development of Biological Coating from Novel Halophilic Exopolysaccharide Exerting Shelf-Life-Prolonging and Biocontrol Actions for Post-Harvest Applications,"Upadhyaya C, Patel H, Patel I, Ahir P, Upadhyaya T.",Molecules. 2024 Feb 2;29(3):695. doi: 10.3390/molecules29030695.,Upadhyaya C,Molecules,2024,2024/02/10,PMC10856335,,10.3390/molecules29030695
16133657,No Data,No Data,No Data,carbohydrate>MESH:D002241;CelX>-;cellobiose>MESH:D002475,Pseudoalteromonas sp>53249;Pseudoalteromonas>53249,Characterization and gene cloning of a cold-active cellulase from a deep-sea psychrotrophic bacterium Pseudoalteromonas sp. DY3,"Zeng R, Xiong P, Wen J.",Extremophiles. 2006 Feb;10(1):79-82. doi: 10.1007/s00792-005-0475-y. Epub 2005 Aug 24.,Zeng R,Extremophiles,2006,2005/09/01,,,10.1007/s00792-005-0475-y
27061088,No Data,No Data,toxicity>MESH:D064420 ; dehydration>MESH:D003681 ; phytotoxicity>No Data ; toxicity symptoms>MESH:D051271,Cd>MESH:D002104;NaCl>MESH:D012965;water>MESH:D014867;GSH>MESH:D005978;proline>MESH:D011392;salt>MESH:D012492;HS>MESH:D006859;chlorophyll>MESH:D002734;glutathione>MESH:D005978;CO2>MESH:D002245;LS-Cd>-;jasmonic acid>MESH:C011006;JA>MESH:C011006;salicylic acid>MESH:D020156;SA>MESH:D020156;abscisic acid>MESH:D000040;ABA>MESH:D000040,Sesuvium portulacastrum>221166;S. portulacastrum>221166,High salinity helps the halophyte Sesuvium portulacastrum in defense against Cd toxicity by maintaining redox balance and photosynthesis,"Wali M, Gunsè B, Llugany M, Corrales I, Abdelly C, Poschenrieder C, Ghnaya T.",Planta. 2016 Aug;244(2):333-46. doi: 10.1007/s00425-016-2515-5. Epub 2016 Apr 9.,Wali M,Planta,2016,2016/04/11,,,10.1007/s00425-016-2515-5
10879561,,,,,,Low-temperature recovery strategies for the isolation of bacteria from ancient permafrost sediments,"Vishnivetskaya T, Kathariou S, McGrath J, Gilichinsky D, Tiedje JM.",Extremophiles. 2000 Jun;4(3):165-73. doi: 10.1007/s007920070031.,Vishnivetskaya T,Extremophiles,2000,2000/07/06,,,10.1007/s007920070031
21461912,No Data,No Data,No Data,DPPH radical>-;hydroxyl radical>MESH:D017665;linoleic acid>MESH:D019787;INM-7862>-,Geobacillus toebii>153151;G. toebii (strain>153151;G. toebii>153151,In vitro evaluation of antioxidant and radioprotective properties of a novel extremophile from mud volcano: implications for management of radiation emergencies,"Dhaker AS, Marwah R, Damodar R, Gupta D, Gautam HK, Sultana S, Arora R.",Mol Cell Biochem. 2011 Jul;353(1-2):243-50. doi: 10.1007/s11010-011-0792-7. Epub 2011 Apr 3.,Dhaker AS,Mol Cell Biochem,2011,2011/04/05,,,10.1007/s11010-011-0792-7
28000023,No Data,No Data,dehydrated thallus of the Antarctic>MESH:D003681 ; alga Prasiola crispa>No Data,1H>-;water>MESH:D014867,Prasiola crispa>173492;P. crispa>173492,Extreme dehydration observed in Antarctic Turgidosculum complicatulum and in Prasiola crispa,"Bacior M, Nowak P, Harańczyk H, Patryas S, Kijak P, Ligęzowska A, Olech MA.",Extremophiles. 2017 Mar;21(2):331-343. doi: 10.1007/s00792-016-0905-z. Epub 2016 Dec 20.,Bacior M,Extremophiles,2017,2016/12/22,,,10.1007/s00792-016-0905-z
26476701,No Data,No Data,P deficiency>MESH:C537241,phosphorus>MESH:D010758;KH2PO4>-;salt>MESH:D012492;NaCl>MESH:D012965;C>MESH:D002244;S>MESH:D013455;proline>MESH:D011392;P>MESH:D010758;water>MESH:D014867;Proline>MESH:D011392;sugars>MESH:D000073893,Aeluropus littoralis>110874;A. littoralis>110874,Insights into the physiological responses of the facultative halophyte Aeluropus littoralis to the combined effects of salinity and phosphorus availability,"Talbi Zribi O, Barhoumi Z, Kouas S, Ghandour M, Slama I, Abdelly C.",J Plant Physiol. 2015 Sep 15;189:1-10. doi: 10.1016/j.jplph.2015.08.007. Epub 2015 Sep 28.,Talbi Zribi O,J Plant Physiol,2015,2015/10/19,,,10.1016/j.jplph.2015.08.007
21974779,No Data,No Data,Phosphorus deficiency>MESH:D010760 ; P stress>MESH:D000079225 ; P deficiency>MESH:C537241,phosphorus>MESH:D010758;water>MESH:D014867;P>MESH:D010758;NaCl>MESH:D012965;salt>MESH:D012492;proline>MESH:D011392;sugar>MESH:D000073893,barley>4513;Hordeum vulgare L>4513,"Interactive effects of salinity and phosphorus availability on growth, water relations, nutritional status and photosynthetic activity of barley (Hordeum vulgare L.)","Talbi Zribi O, Abdelly C, Debez A.",Plant Biol (Stuttg). 2011 Nov;13(6):872-80. doi: 10.1111/j.1438-8677.2011.00450.x. Epub 2011 Mar 7.,Talbi Zribi O,Plant Biol (Stuttg),2011,2011/10/07,,,10.1111/j.1438-8677.2011.00450.x
21424516,No Data,No Data,Sphingobacteria>No Data,No Data,No Data,Characterization of heterotrophic prokaryote subgroups in the Sfax coastal solar salterns by combining flow cytometry cell sorting and phylogenetic analysis,"Trigui H, Masmoudi S, Brochier-Armanet C, Barani A, Grégori G, Denis M, Dukan S, Maalej S.",Extremophiles. 2011 May;15(3):347-58. doi: 10.1007/s00792-011-0364-5. Epub 2011 Mar 20.,Trigui H,Extremophiles,2011,2011/03/23,PMC3084946,,10.1007/s00792-011-0364-5
27114252,No Data,No Data,No Data,agar>MESH:D000362;NaCl>MESH:D012965,Bacillus Subtilis>1423;Bacillus subtilis>1423,"Molecular characterization and growth optimization of halo-tolerant protease producing Bacillus Subtilis Strain BLK-1.5 isolated from salt mines of Karak, Pakistan","Ali N, Ullah N, Qasim M, Rahman H, Khan SN, Sadiq A, Adnan M.",Extremophiles. 2016 Jul;20(4):395-402. doi: 10.1007/s00792-016-0830-1. Epub 2016 Apr 25.,Ali N,Extremophiles,2016,2016/04/27,,,10.1007/s00792-016-0830-1
24287927,No Data,No Data,No Data,p-NP dodecanoate>-;tricaprylin>MESH:C003637;canola oil>MESH:D000074262,Geobacillus sp. 95>1334018;Geobacillus sp. st>1334018;Geobacillus>1334018,"Influence of N- and/or C-terminal regions on activity, expression, characteristics and structure of lipase from Geobacillus sp. 95","Gudiukaitė R, Gegeckas A, Kazlauskas D, Citavicius D.",Extremophiles. 2014 Jan;18(1):131-45. doi: 10.1007/s00792-013-0605-x. Epub 2013 Nov 28.,Gudiukaitė R,Extremophiles,2014,2013/11/30,,,10.1007/s00792-013-0605-x
15480866,No Data,No Data,No Data,No Data,enrichment cultures>1566732;Natronoincola histidinovorans>89959;Halocella cellulolytica>46467;enrichment>1566732;Xanthomonas campestris>339;Fibrobacter succinogenes>833,A phylogenetic analysis of Wadi el Natrun soda lake cellulase enrichment cultures and identification of cellulase genes from these cultures,"Grant S, Sorokin DY, Grant WD, Jones BE, Heaphy S.",Extremophiles. 2004 Oct;8(5):421-9. doi: 10.1007/s00792-004-0402-7. Epub 2004 Jul 28.,Grant S,Extremophiles,2004,2004/10/14,,,10.1007/s00792-004-0402-7
26045157,No Data,No Data,psychrotolerant species of Cyanobacteria>MESH:C564159,sulfide>MESH:D013440;water>MESH:D014867;Sulfur>MESH:D013455;iron>MESH:D007501,No Data,"Pyrosequencing-Based Assessment of the Microbial Community Structure of Pastoruri Glacier Area (Huascarán National Park, Perú), a Natural Extreme Acidic Environment","González-Toril E, Santofimia E, Blanco Y, López-Pamo E, Gómez MJ, Bobadilla M, Cruz R, Palomino EJ, Aguilera Á.",Microb Ecol. 2015 Nov;70(4):936-47. doi: 10.1007/s00248-015-0634-3. Epub 2015 Jun 5.,González-Toril E,Microb Ecol,2015,2015/06/06,,,10.1007/s00248-015-0634-3
18048917,No Data,No Data,alkaliphilic>No Data,BP>MESH:C038809;ncbA>-,Bacillus pseudofirmus OF4>398511;Bacillus subtilis>1423;B. pseudofirmus OF4>398511;Escherichia coli>562,The voltage-gated Na+ channel NaVBP co-localizes with methyl-accepting chemotaxis protein at cell poles of alkaliphilic Bacillus pseudofirmus OF4,"Fujinami S, Sato T, Trimmer JS, Spiller BW, Clapham DE, Krulwich TA, Kawagishi I, Ito M.",Microbiology (Reading). 2007 Dec;153(Pt 12):4027-4038. doi: 10.1099/mic.0.2007/012070-0.,Fujinami S,Microbiology (Reading),2007,2007/12/01,PMC2556953,NIHMS65825,10.1099/mic.0.2007/012070-0
20657662,No Data,No Data,No Data,SA formalism>-;water>MESH:D014867,Deinococcus radiodurans>1299;D. radiodurans>1299,Intrinsically disordered regions may lower the hydration free energy in proteins: a case study of nudix hydrolase in the bacterium Deinococcus radiodurans,"Awile O, Krisko A, Sbalzarini IF, Zagrovic B.",PLoS Comput Biol. 2010 Jul 15;6(7):e1000854. doi: 10.1371/journal.pcbi.1000854.,Awile O,PLoS Comput Biol,2010,2010/07/27,PMC2904767,,10.1371/journal.pcbi.1000854
11057912,No Data,No Data,No Data,glucose>MESH:D005947;ethanol>MESH:D000431;acetate>MESH:D000085;lactate>MESH:D019344;lactic acid>MESH:D019344;fructose-1.6-diphosphate>MESH:C029063;FDP>MESH:C029063;potassium>MESH:D011188;ATP>MESH:D000255,Thermoanaerobacter wiegelii>46354;T. wiegelii>46354,The intracellular pH of the thermophilic bacterium Thermoanaerobacter wiegelii during growth and production of fermentation acids,Cook GM.,Extremophiles. 2000 Oct;4(5):279-84. doi: 10.1007/s007920070014.,Cook GM,Extremophiles,2000,2000/11/01,,,10.1007/s007920070014
26859958,No Data,No Data,Extremophilic Yeast Yarrowia Lipolytica>MESH:D002181 ; pH-Stress>MESH:D000079225 ; SODs>No Data,ROS>-,CATs>9685;Yarrowia lipolytica>4952;yeasts>4932;Y. lipolytica>4952,[Redox Status of Extremophilic Yeast Yarrowia Lipolytica During Adaptation to pH-Stress],"Sekova VY, Gessler NN, Isakova EP, Antipov AN, Dergacheva DI, Deryabina YI, Trubnikova EV.",Prikl Biokhim Mikrobiol. 2015 Nov-Dec;51(6):570-7.,Sekova VY,Prikl Biokhim Mikrobiol,2015,2016/02/11,,,
10972189,No Data,No Data,rrnC-rrnD>No Data ; rrnJ-rrnW>No Data,No Data,Bacillus halodurans C-125>272558;B. subtilis>1423;lambda phage>10710;B. halodurans C-125>272558;B. halodurans>86665,Characterization and comparative study of the rrn operons of alkaliphilic Bacillus halodurans C-125,"Nakasone K, Masui N, Takaki Y, Sasaki R, Maeno G, Sakiyama T, Hirama C, Fuji F, Takami H.",Extremophiles. 2000 Aug;4(4):209-14. doi: 10.1007/pl00010713.,Nakasone K,Extremophiles,2000,2000/09/06,,,10.1007/pl00010713
16382574,No Data,No Data,No Data,tetraether lipid>-;dipalmitoylphosphatidylcholine>MESH:D015060;lipid bilayer>MESH:D008051;tetraether lipids>-;DPPC>MESH:D015060;lipid>MESH:D008055;lipids>MESH:D008055;beta-L-Gulose>-;Sugar>MESH:D000073893;cyclopentane>MESH:D003517,Thermoplasma acidophilum>2303;T. acidophilum>2303,A molecular dynamics study of an archaeal tetraether lipid membrane: comparison with a dipalmitoylphosphatidylcholine lipid bilayer,Nicolas JP.,Lipids. 2005 Oct;40(10):1023-30. doi: 10.1007/s11745-005-1465-2.,Nicolas JP,Lipids,2005,2005/12/31,,,10.1007/s11745-005-1465-2
10972188,No Data,No Data,halotolerant and psychrotolerant>No Data ; alkaliphilic Bacillus>MESH:D000881,NaCl>MESH:D012965;beta-lactam>MESH:D047090;sulfonamide>MESH:D013449;aminoglycoside>MESH:D000617;trimethoprim>MESH:D014295;sugars>MESH:D000073893;polyols>MESH:C024617;D>MESH:D003903;glucose>MESH:D005947;D(+)-cellobiose>-;starch>MESH:D013213;sucrose>MESH:D013395;lipids>MESH:D008055;phosphatidylglycerol>MESH:D010715;diphosphatidylglycerol>MESH:D002308;phosphatidylethanolamine>MESH:C483858;phospholipids>MESH:D010743;13-methyl tetradecanoic>-;12-methyl tetradecanoic acids>MESH:C069642,Bacillus sp. WW3-SN6>92608;WW3-SN6>92608,"Bacillus sp. WW3-SN6, a novel facultatively alkaliphilic bacterium isolated from the washwaters of edible olives","Ntougias S, Russell NJ.",Extremophiles. 2000 Aug;4(4):201-8. doi: 10.1007/pl00010712.,Ntougias S,Extremophiles,2000,2000/09/06,,,10.1007/pl00010712
11354456,No Data,No Data,No Data,No Data,Bacillus sp. strai>122089;P-4-N>122089;Bacillus sp>1409;Aspergillus nidulans>162425;Colletotrichum gloeosporioides f. sp. malvae>96478,Enzymatic properties of the highly thermophilic and alkaline pectate lyase Pel-4B from alkaliphilic Bacillus sp. strain P-4-N and the entire nucleotide and amino acid sequences,"Hatada Y, Kobayashi T, Ito S.",Extremophiles. 2001 Apr;5(2):127-33. doi: 10.1007/s007920100182.,Hatada Y,Extremophiles,2001,2001/05/17,,,10.1007/s007920100182
15841343,No Data,No Data,novel haloalkaliphilic archaea>MESH:C000657245 ; haloalkaliphilic archaea>No Data ; motile pleomorphic flats>MESH:D015835,NaCl>MESH:D012965;diphytanyl>-;phytanyl-sesterterpanyl diether>-;phosphatidylglycerol>MESH:D010715;phosphatidylglycerophosphate methyl ester>MESH:C407124;glycolipids>MESH:D006017,Natronolimnobius baerhuensis>253108;Natronolimnobius innermongolicus>253107,"Natronolimnobius baerhuensis gen. nov., sp. nov. and Natronolimnobius innermongolicus sp. nov., novel haloalkaliphilic archaea isolated from soda lakes in Inner Mongolia, China","Itoh T, Yamaguchi T, Zhou P, Takashina T.",Extremophiles. 2005 Apr;9(2):111-6. doi: 10.1007/s00792-004-0426-z. Epub 2004 Nov 11.,Itoh T,Extremophiles,2005,2005/04/21,,,10.1007/s00792-004-0426-z
23708551,No Data,No Data,Caldicellulosiruptor>No Data ; chemolithoautotrophic genus Acidithiobacillus>MESH:D056304,Sulfurihydrogenibium>-,metagenome>256318,High abundance of heterotrophic prokaryotes in hydrothermal springs of the Azores as revealed by a network of 16S rRNA gene-based methods,"Sahm K, John P, Nacke H, Wemheuer B, Grote R, Daniel R, Antranikian G.",Extremophiles. 2013 Jul;17(4):649-62. doi: 10.1007/s00792-013-0548-2. Epub 2013 May 26.,Sahm K,Extremophiles,2013,2013/05/28,,,10.1007/s00792-013-0548-2
15844013,No Data,No Data,pressurization>MESH:D006973,No Data,Shewanella violacea DSS12>637905;S. violacea>1936;Escherichia coli>562,Pressure-regulated biosynthesis of cytochrome bd in piezo- and psychrophilic deep-sea bacterium Shewanella violacea DSS12,"Tamegai H, Kawano H, Ishii A, Chikuma S, Nakasone K, Kato C.",Extremophiles. 2005 Jun;9(3):247-53. doi: 10.1007/s00792-005-0439-2. Epub 2005 Apr 21.,Tamegai H,Extremophiles,2005,2005/04/22,,,10.1007/s00792-005-0439-2
20344941,No Data,No Data,alkaliphilic bacteria>MESH:C537702,agar>MESH:D000362;ZL223>-,Bacillus>398511;Bacillus pseudofirmus OF4>398511;OF4>398511;Bacillus pseudofirmus>79885,"[Isolation, identification and enzyme profiling of an alkaliphilic protease producing bacterium]","Hao J, Xue Y, Ma Y.",Wei Sheng Wu Xue Bao. 2010 Jan;50(1):54-9.,Hao J,Wei Sheng Wu Xue Bao,2010,2010/03/30,,,
11057913,No Data,No Data,alkaliphilic bacillus>MESH:D000881,fatty acid>MESH:D005227;YN-2000>-;indigo>MESH:D007203;unsaturated fatty acids>MESH:D005231;unsaturated fatty acid>MESH:D005231;anteiso->-;iso-branched fatty acid>-,Bacillus sp.>1409;Bacillus cohnii>33932;Bacillus subtilis>1423;Bacillus alcalophilus>1445,Identification of facultatively alkaliphilic Bacillus sp. strain YN-2000 and its fatty acid composition and cell-surface aspects depending on culture pH,"Yumoto I, Yamazaki K, Hishinuma M, Nodasaka Y, Inoue N, Kawasaki K.",Extremophiles. 2000 Oct;4(5):285-90. doi: 10.1007/s007920070015.,Yumoto I,Extremophiles,2000,2000/11/01,,,10.1007/s007920070015
22260050,No Data,No Data,No Data,agar>MESH:D000362;water>MESH:D014867;(NH4)2SO4>-;DEAE-sepharose>-;NaCl>MESH:D012965;metal>MESH:D008670;EDTA>MESH:D004492;SDS>MESH:D012967;Fe2+>-;Mn2+>-;Co2+>MESH:D002245;Zn2+>-,Bacillus>76935;Hg2>2699479;Bacillus agaradhaerens>76935,[Purification and characterization of mannanase from an alkaliphilic mannanase producing bacterium HMTS15],"Liao T, Zhai L, Gao C, Xue Y, Ma Y.",Wei Sheng Wu Xue Bao. 2011 Nov 4;51(11):1520-6.,Liao T,Wei Sheng Wu Xue Bao,2011,2012/01/21,,,
17406782,No Data,No Data,No Data,salt>MESH:D012492;urea>MESH:D014508;tryptophan>MESH:D014364,Halobacterium salinarum>2242,Kinetics of salt-dependent unfolding of [2Fe-2S] ferredoxin of Halobacterium salinarum,"Bandyopadhyay AK, Krishnamoorthy G, Padhy LC, Sonawat HM.",Extremophiles. 2007 Jul;11(4):615-25. doi: 10.1007/s00792-007-0075-0. Epub 2007 Apr 4.,Bandyopadhyay AK,Extremophiles,2007,2007/04/05,,,10.1007/s00792-007-0075-0
16932842,No Data,No Data,alkaliphilic>No Data,IMP-300>-;sodium salts>-;arginine>MESH:D001120;ornithine>MESH:D009952;acetate>MESH:D000085;propionate>MESH:D011422;ammonium>MESH:D064751;fatty acid>MESH:D005227;cyclopropane fatty acids>MESH:C028775,Tindallia texcoconensis>361365;Tindallia>159292;Tindallia californiensis>159292;T. texcoconensis>361365,"Tindallia texcoconensis sp. nov., a new haloalkaliphilic bacterium isolated from lake Texcoco, Mexico","Alazard D, Badillo C, Fardeau ML, Cayol JL, Thomas P, Roldan T, Tholozan JL, Ollivier B.",Extremophiles. 2007 Jan;11(1):33-9. doi: 10.1007/s00792-006-0006-5. Epub 2006 Aug 24.,Alazard D,Extremophiles,2007,2006/08/26,,,10.1007/s00792-006-0006-5
19779762,No Data,No Data,No Data,MnO(>-;MnO(2)>-;salt>MESH:D012492;hypersaline>-;acetate>MESH:D000085;formate>MESH:C030544;glucose>MESH:D005947;glycerol>MESH:D005990,enrichment culture>1566338;enrichment>1566338;Bacillus arseniciselenatis>85682;Bacillus sp. strai>622665;AMnr1>622665,Bacterial dissimilatory MnO(2) reduction at extremely haloalkaline conditions,"Sorokin DY, Muyzer G.",Extremophiles. 2010 Jan;14(1):41-6. doi: 10.1007/s00792-009-0283-x. Epub 2009 Sep 25.,Sorokin DY,Extremophiles,2010,2009/09/26,PMC2797408,,10.1007/s00792-009-0283-x
24726350,No Data,No Data,No Data,water>MESH:D014867;Mn4CaO5>-;oxygen>MESH:D010100,Cyanidioschyzon merolae>45157,Substrate water exchange in photosystem II core complexes of the extremophilic red alga Cyanidioschyzon merolae,"Nilsson H, Krupnik T, Kargul J, Messinger J.",Biochim Biophys Acta. 2014 Aug;1837(8):1257-62. doi: 10.1016/j.bbabio.2014.04.001. Epub 2014 Apr 12.,Nilsson H,Biochim Biophys Acta,2014,2014/04/15,,,10.1016/j.bbabio.2014.04.001
18957864,No Data,No Data,thermoalkaliphile Anaerobranca gottschalkii>No Data,No Data,Anaerobranca gottschalkii>108328;A. gottschalkii>108328,Rapid access to genes of biotechnologically useful enzymes by partial genome sequencing: the thermoalkaliphile Anaerobranca gottschalkii,"Antranikian G, Ruepp A, Gordon PM, Ballschmiter M, Zibat A, Stark M, Sensen CW, Frishman D, Liebl W, Klenk HP.",J Mol Microbiol Biotechnol. 2009;16(1-2):81-90. doi: 10.1159/000142896. Epub 2008 Oct 29.,Antranikian G,J Mol Microbiol Biotechnol,2009,2008/10/30,,,10.1159/000142896
11747292,No Data,No Data,HBPC films>No Data,hydrogen>MESH:D006859;phosphocholine>MESH:D010767;phosphate>MESH:D010710;omega->-,No Data,Phase transitions and hydrogen bonding in a bipolar phosphocholine evidenced by calorimetry and vibrational spectroscopy,"Pohle W, Selle C, Rettig W, Heiser U, Dobner B, Wartewig S.",Arch Biochem Biophys. 2001 Dec 15;396(2):151-61. doi: 10.1006/abbi.2001.2593.,Pohle W,Arch Biochem Biophys,2001,2001/12/19,,,10.1006/abbi.2001.2593
11778838,No Data,No Data,alkaliphilic>No Data,2-4-dichlorophenoxyacetic acid>MESH:D015084;2-4-D>MESH:D015084;2-methyl-4-chlorophenoxyacetic acid>MESH:D008456;3-chlorobenzoic acid>MESH:C036427;water>MESH:D014867;mercury>MESH:D008628;2-4-D and 3-chlorobenzoate>-;carbon>MESH:D002244;pyruvate>MESH:D019289;benzoate>MESH:D001565;alpha-ketoglutarate>MESH:D007656;chlorocatechol>-,Halomonas sp. EF43>133486;plasmid pJP4>2580;EF43>133486;plasmid>2580;Halomonas sp>1486246;Halomonas>1486246,"Expression of the 2,4-D degradative pathway of pJP4 in an alkaliphilic, moderately halophilic soda lake isolate, Halomonas sp. EF43","Kleinsteuber S, Müller RH, Babel W.",Extremophiles. 2001 Dec;5(6):375-84. doi: 10.1007/s007920100202.,Kleinsteuber S,Extremophiles,2001,2002/01/10,,,10.1007/s007920100202
7908011,No Data,No Data,extremophilic proteins>MESH:D018455,glutamic acid>MESH:D018698;Ala>MESH:D000409;Asn>MESH:D001216;Arg>MESH:D001120;Lys>MESH:D008239;Phe>MESH:D010649;Ser>MESH:D012694;water>MESH:D014867,Halobacterium volcanii>2246;Thermotoga maritima>2336,Relevance of sequence statistics for the properties of extremophilic proteins,"Böhm G, Jaenicke R.",Int J Pept Protein Res. 1994 Jan;43(1):97-106. doi: 10.1111/j.1399-3011.1994.tb00380.x.,Böhm G,Int J Pept Protein Res,1994,1994/01/01,,,10.1111/j.1399-3011.1994.tb00380.x
9672682,No Data,No Data,alkaliphilic Bacillus YN-2000>MESH:D000881,cyanide>MESH:D003486;oxygen>MESH:D010100;menaquinones>MESH:D024482,Bacillus; a>1582;Bacillus>72581;YN-1>72581;Bacillus YN-1>72581,Studies on the respiratory system in alkaliphilic Bacillus; a proposed new respiratory mechanism,"Higashibata A, Fujiwara T, Fukumori Y.",Extremophiles. 1998 May;2(2):83-92. doi: 10.1007/s007920050046.,Higashibata A,Extremophiles,1998,1998/07/22,,,10.1007/s007920050046
10741831,No Data,No Data,archaeon Sulfolobus solfataricus>No Data,ATP>MESH:D000255,Sulfolobus solfataricus>2287,An archaeal chaperonin-based reactor for renaturation of denatured proteins,"Cerchia L, Rossi M, Guagliardi A.",Extremophiles. 2000 Feb;4(1):1-7. doi: 10.1007/s007920050001.,Cerchia L,Extremophiles,2000,2000/03/31,,,10.1007/s007920050001
